result_id,evidence_layer,protocol,execution_environment,job_id,experiment_code,experiment_name,split,split_sha256,development_status,encoder,connector,seed,epoch,checkpoint,checkpoint_sha256,augmentation,original_run_name,input_mode,reason_mode,graph_source,oracle,model_arm,comparator_arm,n_questions,n_images,metric,model_score,comparator_score,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,eos_rate,cap_rate,mean_generated_tokens,source_artifact,source_artifact_sha256,source_commit,notes
legacy_tune500:bridge_dinov2_150k_mlp_ep3_tune500::bridge_dinov2_150k_mlp_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_dinov2_150k_mlp_ep3_tune500,bridge_dinov2_150k_mlp_ep3_tune500,tune_500_qids,,development_result,dinov2,mlp256,,3,,,none,bridge_dinov2_150k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,12.4,21.4,-9,,,,,,,,,,outputs/eval/tuning/bridge_dinov2_150k_mlp_ep3_tune500_records.json,df1ff9534b23496296dfa684d4112315662b9bdf484811765a0204727d6bf7a9,,legacy protocol on the development tuning slice
legacy_tune500:bridge_dinov2_150k_mlp_ep3_tune500::bridge_dinov2_150k_mlp_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_dinov2_150k_mlp_ep3_tune500,bridge_dinov2_150k_mlp_ep3_tune500,tune_500_qids,,development_result,dinov2,mlp256,,3,,,none,bridge_dinov2_150k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,52.4,30.8,21.6,,,,,,,,,,outputs/eval/tuning/bridge_dinov2_150k_mlp_ep3_tune500_records.json,df1ff9534b23496296dfa684d4112315662b9bdf484811765a0204727d6bf7a9,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500::bridge_ijepa_150k_mlp_anchor_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500,bridge_ijepa_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0.2,21.4,-21.2,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_150k_mlp_anchor_ep3_tune500_records.json,9a30940bad16697707402624ce0ad34270ae448a79e9586034fb3c1239dc2103,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500::bridge_ijepa_150k_mlp_anchor_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_ijepa_150k_mlp_anchor_ep3_tune500,bridge_ijepa_150k_mlp_anchor_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_anchor_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,50.4,30.8,19.6,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_150k_mlp_anchor_ep3_tune500_records.json,9a30940bad16697707402624ce0ad34270ae448a79e9586034fb3c1239dc2103,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500::bridge_ijepa_150k_mlp_tuned_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500,bridge_ijepa_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0.8,21.4,-20.6,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_150k_mlp_tuned_ep3_tune500_records.json,6a7c6d013432530624f5d16fcda5e380a2f4749263a9f4f077bdde4d2757a418,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500::bridge_ijepa_150k_mlp_tuned_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_ijepa_150k_mlp_tuned_ep3_tune500,bridge_ijepa_150k_mlp_tuned_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_tuned_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,43.2,30.8,12.4,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_150k_mlp_tuned_ep3_tune500_records.json,6a7c6d013432530624f5d16fcda5e380a2f4749263a9f4f077bdde4d2757a418,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_pred::bridge_ijepa_500k_ep3_scene_graph_pred::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_pred,bridge_ijepa_500k_ep3_scene_graph_pred,tune_500_qids,,development_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_pred,,,owlv2,false,bridge+augmentation,bridge (unaugmented),500,481,exact,32.4,19.6,12.8,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_ep3_scene_graph_pred_records.json,1c0b39366284ceb538e7482806ea59c10ec8eab29ed9de1ddd5bdc076d6ef13b,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_pred::bridge_ijepa_500k_ep3_scene_graph_pred::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_pred,bridge_ijepa_500k_ep3_scene_graph_pred,tune_500_qids,,development_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_pred,,,owlv2,false,bridge+augmentation,bridge (unaugmented),500,481,vqa_soft,45,42,3,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_ep3_scene_graph_pred_records.json,1c0b39366284ceb538e7482806ea59c10ec8eab29ed9de1ddd5bdc076d6ef13b,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq::bridge_ijepa_500k_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq,bridge_ijepa_500k_ep3_scene_graph_predq,tune_500_qids,,development_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),500,481,exact,36.4,19.6,16.8,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_ep3_scene_graph_predq_records.json,3b710977e90e82b4015947c075d953c08e0a5f9c410fcf199d2678674c4f44e4,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq::bridge_ijepa_500k_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq,bridge_ijepa_500k_ep3_scene_graph_predq,tune_500_qids,,development_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),500,481,vqa_soft,47,42,5,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_ep3_scene_graph_predq_records.json,3b710977e90e82b4015947c075d953c08e0a5f9c410fcf199d2678674c4f44e4,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq_plain::bridge_ijepa_500k_ep3_scene_graph_predq_plain::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq_plain,bridge_ijepa_500k_ep3_scene_graph_predq_plain,tune_500_qids,,development_result,ijepa,,,3,,,none,bridge_ijepa_500k_ep3_scene_graph_predq_plain,,,,,bridge+augmentation,bridge (unaugmented),500,481,exact,30.2,19.6,10.6,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_ep3_scene_graph_predq_plain_records.json,9dc7b5f0b206fb272d589f152c6d1dddc7a9a16e86abb32085402212d8d4a6b8,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq_plain::bridge_ijepa_500k_ep3_scene_graph_predq_plain::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_tune500:bridge_ijepa_500k_ep3_scene_graph_predq_plain,bridge_ijepa_500k_ep3_scene_graph_predq_plain,tune_500_qids,,development_result,ijepa,,,3,,,none,bridge_ijepa_500k_ep3_scene_graph_predq_plain,,,,,bridge+augmentation,bridge (unaugmented),500,481,vqa_soft,45,42,3,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_ep3_scene_graph_predq_plain_records.json,9dc7b5f0b206fb272d589f152c6d1dddc7a9a16e86abb32085402212d8d4a6b8,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_mlp_ep3_tune500::bridge_ijepa_500k_mlp_ep3_tune500::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_ijepa_500k_mlp_ep3_tune500,bridge_ijepa_500k_mlp_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_500k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,exact,0,21.4,-21.4,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_mlp_ep3_tune500_records.json,8a5be5102694d75eec04ee791e9ed73e70d2057b3ee307dae02cf20fd03eb301,,legacy protocol on the development tuning slice
legacy_tune500:bridge_ijepa_500k_mlp_ep3_tune500::bridge_ijepa_500k_mlp_ep3_tune500::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_tune500:bridge_ijepa_500k_mlp_ep3_tune500,bridge_ijepa_500k_mlp_ep3_tune500,tune_500_qids,,development_result,ijepa,mlp256,,3,,,none,bridge_ijepa_500k_mlp_ep3_tune500,,,,,bridge,text-only floor,500,481,vqa_soft,51.8,30.8,21,,,,,,,,,,outputs/eval/tuning/bridge_ijepa_500k_mlp_ep3_tune500_records.json,8a5be5102694d75eec04ee791e9ed73e70d2057b3ee307dae02cf20fd03eb301,,legacy protocol on the development tuning slice
